IndID,polycode,value,label
Fuel_Poverty,E01012662,11.486486486486488,LSOA: E01012662<br/>102 households in this LSOA are fuel poor<br/>which is 11.5% of all households<br/>(England average = 13.2%)
Fuel_Poverty,E01012663,13.720642768850432,LSOA: E01012663<br/>111 households in this LSOA are fuel poor<br/>which is 13.7% of all households<br/>(England average = 13.2%)
Fuel_Poverty,E01012664,13.766233766233766,LSOA: E01012664<br/>106 households in this LSOA are fuel poor<br/>which is 13.8% of all households<br/>(England average = 13.2%)
Fuel_Poverty,E01012665,14.347357065803667,LSOA: E01012665<br/>133 households in this LSOA are fuel poor<br/>which is 14.3% of all households<br/>(England average = 13.2%)
Fuel_Poverty,E01012666,18.207282913165265,LSOA: E01012666<br/>130 households in this LSOA are fuel poor<br/>which is 18.2% of all households<br/>(England average = 13.2%)
Fuel_Poverty,E01012667,12.22707423580786,LSOA: E01012667<br/>84 households in this LSOA are fuel poor<br/>which is 12.2% of all households<br/>(England average = 13.2%)
Fuel_Poverty,E01012668,15.964240102171138,LSOA: E01012668<br/>125 households in this LSOA are fuel poor<br/>which is 16% of all households<br/>(England average = 13.2%)
Fuel_Poverty,E01012669,13.525026624068156,LSOA: E01012669<br/>127 households in this LSOA are fuel poor<br/>which is 13.5% of all households<br/>(England average = 13.2%)
Fuel_Poverty,E01012670,25.806451612903224,LSOA: E01012670<br/>160 households in this LSOA are fuel poor<br/>which is 25.8% of all households<br/>(England average = 13.2%)
Fuel_Poverty,E01012671,32.05128205128205,LSOA: E01012671<br/>200 households in this LSOA are fuel poor<br/>which is 32.1% of all households<br/>(England average = 13.2%)
Fuel_Poverty,E01012672,31.944444444444443,LSOA: E01012672<br/>184 households in this LSOA are fuel poor<br/>which is 31.9% of all households<br/>(England average = 13.2%)
Fuel_Poverty,E01012673,29.817708333333332,LSOA: E01012673<br/>229 households in this LSOA are fuel poor<br/>which is 29.8% of all households<br/>(England average = 13.2%)
Fuel_Poverty,E01012674,23.772609819121445,LSOA: E01012674<br/>184 households in this LSOA are fuel poor<br/>which is 23.8% of all households<br/>(England average = 13.2%)
Fuel_Poverty,E01012675,23.96804260985353,LSOA: E01012675<br/>180 households in this LSOA are fuel poor<br/>which is 24% of all households<br/>(England average = 13.2%)
Fuel_Poverty,E01012676,17.65601217656012,LSOA: E01012676<br/>116 households in this LSOA are fuel poor<br/>which is 17.7% of all households<br/>(England average = 13.2%)
Fuel_Poverty,E01012677,14.09090909090909,LSOA: E01012677<br/>93 households in this LSOA are fuel poor<br/>which is 14.1% of all households<br/>(England average = 13.2%)
Fuel_Poverty,E01012678,22.51572327044025,LSOA: E01012678<br/>179 households in this LSOA are fuel poor<br/>which is 22.5% of all households<br/>(England average = 13.2%)
Fuel_Poverty,E01012679,21.8475073313783,LSOA: E01012679<br/>149 households in this LSOA are fuel poor<br/>which is 21.8% of all households<br/>(England average = 13.2%)
Fuel_Poverty,E01012680,17.695473251028808,LSOA: E01012680<br/>129 households in this LSOA are fuel poor<br/>which is 17.7% of all households<br/>(England average = 13.2%)
Fuel_Poverty,E01012681,25.27881040892193,LSOA: E01012681<br/>204 households in this LSOA are fuel poor<br/>which is 25.3% of all households<br/>(England average = 13.2%)
Fuel_Poverty,E01012682,20.25,LSOA: E01012682<br/>162 households in this LSOA are fuel poor<br/>which is 20.2% of all households<br/>(England average = 13.2%)
Fuel_Poverty,E01012683,23.636363636363637,LSOA: E01012683<br/>182 households in this LSOA are fuel poor<br/>which is 23.6% of all households<br/>(England average = 13.2%)
Fuel_Poverty,E01012684,16.263440860215052,LSOA: E01012684<br/>121 households in this LSOA are fuel poor<br/>which is 16.3% of all households<br/>(England average = 13.2%)
Fuel_Poverty,E01012685,15.935672514619883,LSOA: E01012685<br/>109 households in this LSOA are fuel poor<br/>which is 15.9% of all households<br/>(England average = 13.2%)
Fuel_Poverty,E01012686,20.851688693098385,LSOA: E01012686<br/>142 households in this LSOA are fuel poor<br/>which is 20.9% of all households<br/>(England average = 13.2%)
Fuel_Poverty,E01012687,18.436578171091444,LSOA: E01012687<br/>125 households in this LSOA are fuel poor<br/>which is 18.4% of all households<br/>(England average = 13.2%)
Fuel_Poverty,E01012688,14.872521246458922,LSOA: E01012688<br/>105 households in this LSOA are fuel poor<br/>which is 14.9% of all households<br/>(England average = 13.2%)
Fuel_Poverty,E01012689,13.293943870014772,LSOA: E01012689<br/>90 households in this LSOA are fuel poor<br/>which is 13.3% of all households<br/>(England average = 13.2%)
Fuel_Poverty,E01012690,13.885350318471337,LSOA: E01012690<br/>109 households in this LSOA are fuel poor<br/>which is 13.9% of all households<br/>(England average = 13.2%)
Fuel_Poverty,E01012691,13.846153846153847,LSOA: E01012691<br/>117 households in this LSOA are fuel poor<br/>which is 13.8% of all households<br/>(England average = 13.2%)
Fuel_Poverty,E01012692,12.01814058956916,LSOA: E01012692<br/>106 households in this LSOA are fuel poor<br/>which is 12% of all households<br/>(England average = 13.2%)
Fuel_Poverty,E01012693,12.419974391805377,LSOA: E01012693<br/>97 households in this LSOA are fuel poor<br/>which is 12.4% of all households<br/>(England average = 13.2%)
Fuel_Poverty,E01012694,16.81159420289855,LSOA: E01012694<br/>116 households in this LSOA are fuel poor<br/>which is 16.8% of all households<br/>(England average = 13.2%)
Fuel_Poverty,E01012695,17.069486404833835,LSOA: E01012695<br/>113 households in this LSOA are fuel poor<br/>which is 17.1% of all households<br/>(England average = 13.2%)
Fuel_Poverty,E01012696,16.713483146067414,LSOA: E01012696<br/>119 households in this LSOA are fuel poor<br/>which is 16.7% of all households<br/>(England average = 13.2%)
Fuel_Poverty,E01012697,13.360881542699724,LSOA: E01012697<br/>97 households in this LSOA are fuel poor<br/>which is 13.4% of all households<br/>(England average = 13.2%)
